750586,1,0,954.8,541.2,580.0
750588,1,0,954.6,540.8,580.0
750590,1,0,955.4,541.7,581.0
750592,1,0,954.3,543.1,580.0
750594,1,0,953.1,543.4,582.0
750596,1,0,953.0,543.1,582.0
750598,1,0,952.9,545.4,583.0
750600,1,0,952.9,547.9,583.0
750602,1,0,952.9,549.3,583.0
750604,1,0,952.8,549.3,583.0
750606,1,0,952.6,549.0,583.0
750608,1,0,952.5,547.4,582.0
750610,1,0,952.3,546.9,582.0
750612,1,0,951.7,547.5,581.0
750614,1,0,951.0,547.9,581.0
750616,1,0,951.5,547.9,581.0
750618,1,0,951.9,547.7,581.0
750620,1,0,951.9,547.7,580.0
750622,1,0,951.8,547.5,578.0
750624,1,0,951.9,548.5,575.0
750626,1,0,951.9,549.2,575.0
750628,1,0,952.1,548.9,578.0
750630,1,0,952.1,548.4,580.0
750632,1,0,952.8,547.6,581.0
750634,1,0,951.9,546.9,582.0
750636,1,0,951.2,547.0,582.0
750638,1,0,951.8,546.7,581.0
750640,1,0,951.1,545.2,580.0
750642,1,0,951.2,543.6,580.0
750644,1,0,951.4,542.2,580.0
750646,1,0,952.4,542.8,578.0
750648,1,0,952.3,542.6,578.0
750650,1,0,952.5,542.3,578.0
750652,1,0,952.7,541.1,576.0
750654,1,0,953.2,539.9,576.0
750656,1,0,953.2,538.8,575.0
750658,1,0,953.2,537.3,575.0
750660,1,0,952.8,536.0,575.0
750662,1,0,953.2,535.6,575.0
750664,1,0,953.0,535.6,576.0
750666,1,0,953.0,536.0,578.0
750668,1,0,953.1,536.5,580.0
750670,1,0,952.8,537.5,580.0
750672,1,0,952.7,541.0,580.0
750674,1,0,952.1,541.2,580.0
750676,1,0,952.2,541.2,580.0
750678,1,0,952.3,542.8,580.0
750680,1,0,951.7,544.4,580.0
750682,1,0,951.6,544.8,580.0
750684,1,0,951.5,543.3,579.0
750686,1,0,951.5,541.7,579.0
750688,1,0,950.8,543.7,579.0
750690,1,0,951.0,544.0,578.0
750692,1,0,951.2,543.6,578.0
750694,1,0,951.5,544.9,577.0
750696,1,0,951.7,546.3,577.0
750698,1,0,952.1,546.9,577.0
750700,1,0,952.2,546.3,576.0
750702,1,0,952.2,548.3,577.0
750704,1,0,952.1,547.1,576.0
750706,1,1,950.4,547.3,577.0
750708,1,1,949.9,547.6,577.0
750710,1,1,949.9,549.0,578.0
750712,1,1,950.1,550.0,577.0
750714,1,1,949.8,550.3,577.0
750716,1,1,950.5,550.1,576.0
750718,1,1,951.1,549.8,575.0
750720,1,1,952.6,548.9,576.0
750722,1,1,952.2,548.0,577.0
750724,1,1,951.9,547.2,577.0
750726,1,1,952.3,545.5,577.0
750728,1,1,952.3,544.8,576.0
750730,1,1,952.1,544.1,572.0
750732,1,1,952.2,542.6,572.0
750734,1,1,952.1,541.8,573.0
750736,1,1,952.1,541.7,575.0
750738,1,1,952.1,542.2,576.0
750740,1,1,952.2,542.9,576.0
750742,1,1,951.5,544.2,575.0
750744,1,1,951.3,545.6,575.0
750746,1,1,951.1,544.8,575.0
750748,1,1,951.5,544.9,575.0
750750,1,1,951.8,543.6,574.0
750752,1,1,951.8,543.3,574.0
750754,1,1,952.0,543.5,574.0
750756,1,1,951.6,543.7,574.0
750758,1,1,951.7,542.3,574.0
750760,1,1,951.9,544.0,575.0
750762,1,1,952.1,545.6,575.0
750764,1,1,951.9,547.1,576.0
750766,1,1,951.9,546.9,577.0
750768,1,1,951.0,546.9,578.0
750770,1,1,950.7,546.2,578.0
750772,1,1,950.9,545.5,578.0
750774,1,1,950.5,544.7,578.0
750776,1,1,951.1,545.1,578.0
750778,1,1,951.7,544.6,578.0
