MSG	807274 TRIAL 6 START
MSG	810054 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.22 deg.  7.9,3.4 pix.
MSG	810814 RECCFG P 500 2 1 
MSG	810814 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	810815 !MODE RECORD P 500 2 1
START	810816 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
811986	  980.9	  564.9	  234.0	.
811988	  982.2	  564.5	  234.0	.
811990	  982.7	  564.8	  234.0	.
811992	  982.8	  564.4	  234.0	.
811994	  982.9	  564.0	  234.0	.
811996	  982.5	  563.1	  234.0	.
811998	  982.4	  563.7	  234.0	.
812000	  982.2	  563.2	  232.0	.
812002	  982.0	  563.4	  232.0	.
812004	  981.9	  562.8	  232.0	.
812006	  981.7	  562.3	  232.0	.
812008	  982.3	  562.0	  231.0	.
812010	  982.9	  561.8	  230.0	.
812012	  983.3	  557.1	  230.0	.
812014	  984.1	  557.4	  230.0	.
812016	  983.8	  557.0	  229.0	.
812018	  984.8	  557.2	  230.0	.
812020	  984.3	  557.3	  229.0	.
812022	  983.7	  557.3	  229.0	.
812024	  983.7	  557.1	  229.0	.
812026	  983.5	  556.9	  229.0	.
812028	  983.6	  555.9	  229.0	.
812030	  983.8	  555.5	  226.0	.
812032	  984.5	  555.9	  226.0	.
812034	  984.8	  556.4	  228.0	.
812036	  985.0	  557.8	  230.0	.
812038	  985.6	  557.8	  230.0	.
812040	  985.4	  557.5	  229.0	.
812042	  985.3	  558.0	  229.0	.
812044	  984.8	  558.5	  229.0	.
812046	  985.0	  559.7	  229.0	.
812048	  985.1	  560.2	  229.0	.
812050	  984.9	  560.0	  229.0	.
812052	  984.6	  559.7	  229.0	.
812054	  984.8	  559.1	  229.0	.
812056	  984.3	  558.5	  228.0	.
812058	  984.2	  558.1	  228.0	.
812060	  984.1	  558.0	  228.0	.
812062	  984.0	  558.0	  227.0	.
812064	  983.3	  557.9	  226.0	.
812066	  983.5	  557.9	  226.0	.
812068	  983.1	  556.9	  226.0	.
812070	  984.2	  556.9	  226.0	.
812072	  984.1	  557.0	  226.0	.
812074	  983.8	  556.9	  226.0	.
812076	  983.5	  556.7	  226.0	.
812078	  983.6	  557.9	  226.0	.
812080	  983.3	  557.9	  226.0	.
812082	  983.2	  558.1	  226.0	.
812084	  984.6	  560.4	  227.0	.
812086	  984.4	  560.3	  227.0	.
812088	  984.1	  560.1	  226.0	.
812090	  984.1	  559.3	  224.0	.
812092	  983.3	  558.4	  224.0	.
812094	  984.0	  559.0	  225.0	.
812096	  984.5	  558.8	  226.0	.
812098	  984.4	  558.7	  226.0	.
812100	  984.2	  557.8	  226.0	.
812102	  983.6	  556.9	  226.0	.
812104	  983.6	  556.9	  226.0	.
812106	  983.7	  557.0	  226.0	.
812108	  985.8	  556.6	  226.0	.
812110	  984.6	  555.6	  226.0	.
812112	  983.4	  556.3	  226.0	.
812114	  984.0	  556.7	  226.0	.
812116	  982.8	  556.8	  226.0	.
812118	  983.6	  556.6	  226.0	.
812120	  984.2	  555.4	  226.0	.
812122	  983.8	  554.5	  225.0	.
812124	  983.5	  554.8	  225.0	.
812126	  983.0	  555.3	  224.0	.
812128	  982.5	  555.7	  224.0	.
812130	  982.8	  555.8	  225.0	.
812132	  983.1	  555.8	  226.0	.
