887146,1,0,951.9,542.2,420.0
887148,1,0,952.3,541.9,420.0
887150,1,0,951.8,542.0,420.0
887152,1,0,951.2,541.7,420.0
887154,1,0,951.1,541.6,420.0
887156,1,0,951.0,541.8,421.0
887158,1,0,951.3,541.9,421.0
887160,1,0,951.4,541.6,421.0
887162,1,0,951.6,542.3,423.0
887164,1,0,951.6,541.3,423.0
887166,1,0,951.9,540.3,421.0
887168,1,0,951.4,541.1,421.0
887170,1,0,951.7,540.6,420.0
887172,1,0,951.8,540.1,420.0
887174,1,0,952.1,540.5,420.0
887176,1,0,951.9,540.3,420.0
887178,1,0,952.6,539.9,420.0
887180,1,0,951.5,539.1,420.0
887182,1,0,951.3,538.2,420.0
887184,1,0,951.3,537.7,420.0
887186,1,0,951.2,537.2,420.0
887188,1,0,951.3,537.1,419.0
887190,1,0,951.4,537.1,420.0
887192,1,0,951.7,537.1,419.0
887194,1,0,952.0,535.9,419.0
887196,1,0,952.3,534.6,419.0
887198,1,0,952.9,535.4,420.0
887200,1,0,953.4,535.6,420.0
887202,1,0,952.3,536.0,420.0
887204,1,0,951.8,536.2,420.0
887206,1,0,951.6,536.3,420.0
887208,1,0,952.1,536.9,421.0
887210,1,0,952.5,537.1,422.0
887212,1,0,952.5,537.1,422.0
887214,1,0,952.4,537.1,422.0
887216,1,0,951.8,535.8,421.0
887218,1,0,952.4,535.7,421.0
887220,1,0,952.6,535.6,421.0
887222,1,0,952.4,537.0,420.0
887224,1,0,953.0,537.2,420.0
887226,1,0,953.5,537.5,420.0
887228,1,0,953.1,538.0,421.0
887230,1,0,953.3,538.4,422.0
887232,1,0,953.5,538.5,422.0
887234,1,0,952.7,538.7,422.0
887236,1,0,952.4,538.8,422.0
887238,1,0,952.2,538.4,422.0
887240,1,0,952.5,538.7,421.0
887242,1,0,952.3,538.9,421.0
887244,1,0,952.3,540.0,421.0
887246,1,0,951.9,540.0,421.0
887248,1,0,952.2,540.1,421.0
887250,1,0,952.1,540.0,423.0
887252,1,0,952.1,541.1,423.0
887254,1,0,952.3,541.0,422.0
887256,1,0,952.7,541.0,422.0
887258,1,0,952.9,540.8,421.0
887260,1,0,953.0,540.8,421.0
887262,1,0,953.1,540.6,421.0
887264,1,0,952.9,541.0,421.0
887266,1,0,952.6,540.8,421.0
887268,1,1,952.6,540.7,421.0
887270,1,1,952.4,540.6,422.0
887272,1,1,951.6,540.1,422.0
887274,1,1,951.5,540.0,422.0
887276,1,1,951.4,539.7,422.0
887278,1,1,951.4,539.6,422.0
887280,1,1,951.5,539.6,421.0
887282,1,1,951.7,539.2,421.0
887284,1,1,951.8,538.9,421.0
887286,1,1,951.9,538.6,421.0
887288,1,1,952.5,538.6,421.0
887290,1,1,952.2,538.7,421.0
887292,1,1,952.4,538.1,421.0
887294,1,1,952.1,537.7,421.0
887296,1,1,951.8,537.2,421.0
887298,1,1,952.3,536.7,421.0
887300,1,1,952.1,536.7,421.0
887302,1,1,951.8,536.6,421.0
887304,1,1,951.7,536.3,421.0
887306,1,1,951.7,536.9,423.0
887308,1,1,951.1,536.4,423.0
887310,1,1,951.1,536.0,423.0
887312,1,1,950.7,536.1,423.0
887314,1,1,950.3,535.0,423.0
887316,1,1,950.4,535.5,423.0
887318,1,1,950.6,536.0,422.0
887320,1,1,950.9,536.5,422.0
887322,1,1,951.1,535.9,422.0
887324,1,1,951.3,536.2,422.0
887326,1,1,951.2,536.3,422.0
887328,1,1,951.1,536.4,421.0
887330,1,1,950.7,538.0,421.0
887332,1,1,950.1,538.4,421.0
887334,1,1,949.9,538.6,421.0
887336,1,1,949.6,538.8,421.0
887338,1,1,949.4,539.6,421.0
887340,1,1,949.0,539.6,421.0
887342,1,1,949.1,539.7,421.0
887344,1,1,949.0,540.0,421.0
887346,1,1,949.7,539.6,420.0
887348,1,1,950.4,539.2,419.0
887350,1,1,950.4,539.1,420.0
887352,1,1,950.3,539.0,419.0
887354,1,1,950.1,539.9,420.0
887356,1,1,950.4,539.5,420.0
887358,1,1,950.7,539.1,421.0
887360,1,1,950.2,539.5,421.0
887362,1,1,949.8,539.5,421.0
887364,1,1,950.1,539.5,421.0
887366,1,1,949.7,539.2,421.0
887368,1,1,949.2,538.6,421.0
887370,1,1,949.4,538.7,421.0
887372,1,1,949.2,538.4,421.0
887374,1,1,949.3,538.4,419.0
887376,1,1,949.3,538.5,419.0
887378,1,1,949.3,538.5,419.0
887380,1,1,949.7,538.2,420.0
887382,1,1,949.2,538.1,420.0
887384,1,1,948.6,537.5,420.0
887386,1,1,948.5,537.3,421.0
887388,1,1,948.4,537.0,421.0
887390,1,1,948.6,537.2,421.0
887392,1,1,948.6,537.3,421.0
887394,1,1,948.8,536.9,420.0
887396,1,1,948.1,536.4,420.0
887398,1,1,948.6,536.1,420.0
887400,1,1,949.0,535.6,420.0
887402,1,1,949.0,537.5,420.0
887404,1,1,949.4,537.7,420.0
887406,1,1,949.7,537.3,422.0
887408,1,1,949.0,536.9,422.0
887410,1,1,949.0,536.9,423.0
887412,1,1,949.1,536.8,423.0
887414,1,1,949.2,537.6,423.0
887416,1,1,949.4,536.9,422.0
887418,1,1,949.7,536.4,422.0
887420,1,1,949.9,534.3,422.0
887422,1,1,950.0,534.5,421.0
887424,1,1,950.2,534.6,421.0
887426,1,1,950.4,535.3,421.0
887428,1,1,950.1,535.0,422.0
887430,1,1,949.8,535.6,422.0
887432,1,1,949.8,536.1,422.0
887434,1,1,949.8,536.7,422.0
887436,1,1,949.8,537.1,423.0
887438,1,1,949.9,537.8,423.0
887440,1,1,950.0,538.0,422.0
887442,1,1,950.4,538.1,422.0
887444,1,1,950.2,538.2,422.0
887446,1,1,950.4,538.4,422.0
887448,1,1,950.6,538.4,422.0
887450,1,1,950.6,539.3,422.0
887452,1,1,950.7,539.7,422.0
887454,1,1,951.0,539.9,423.0
887456,1,1,951.3,539.4,423.0
887458,1,1,951.9,538.9,422.0
887460,1,1,952.2,538.8,422.0
887462,1,1,952.2,538.9,421.0
887464,1,1,952.0,536.9,421.0
887466,1,1,952.3,536.5,421.0
887468,1,1,952.5,536.1,421.0
887470,1,1,952.7,536.2,421.0
887472,1,1,952.8,535.7,421.0
887474,1,1,952.8,536.7,421.0
887476,1,1,952.6,536.6,423.0
887478,1,1,952.0,536.6,423.0
887480,1,1,951.4,537.4,422.0
887482,1,1,951.3,537.5,421.0
887484,1,1,951.3,537.7,421.0
887486,1,1,951.2,538.1,421.0
887488,1,1,951.3,537.8,421.0
887490,1,1,951.4,538.7,421.0
887492,1,1,951.4,538.7,420.0
887494,1,1,951.3,538.8,420.0
887496,1,1,952.9,538.7,420.0
887498,1,1,954.4,538.7,420.0
887500,1,1,958.5,536.2,420.0
887502,1,1,959.8,535.3,418.0
887504,1,1,959.7,534.6,417.0
887506,1,1,959.4,531.8,417.0
887508,1,1,959.4,531.9,419.0
887510,1,1,957.2,531.9,419.0
887512,1,1,954.9,531.9,419.0
887514,1,1,954.3,531.8,419.0
887516,1,1,954.1,531.7,418.0
887518,1,1,954.9,530.7,417.0
887520,1,1,956.0,530.4,416.0
887522,1,1,958.2,531.0,415.0
887524,1,1,957.8,530.8,415.0
887526,1,1,957.3,531.5,415.0
887528,1,1,956.2,531.1,414.0
887530,1,1,955.0,530.8,413.0
887532,1,1,955.8,530.2,412.0
887534,1,1,956.0,529.7,407.0
887536,1,1,956.3,528.5,407.0
887538,1,1,957.3,528.7,407.0
887540,1,1,957.3,528.7,406.0
887542,1,1,956.6,528.7,406.0
887544,1,1,957.0,528.9,406.0
887546,1,1,956.2,528.3,406.0
887548,1,1,956.3,527.5,400.0
887550,1,1,956.3,528.8,400.0
887552,1,1,956.3,528.7,400.0
887554,1,1,956.1,528.6,400.0
887556,1,1,956.0,526.9,399.0
887558,1,1,955.5,526.6,396.0
887560,1,1,956.1,526.1,394.0
887562,1,1,956.5,525.0,394.0
887564,1,1,956.0,524.7,394.0
887566,1,1,956.0,524.3,394.0
887568,1,1,956.1,524.9,394.0
887570,1,1,956.7,525.5,391.0
887572,1,1,956.7,525.5,389.0
887574,1,1,956.6,525.3,388.0
887576,1,1,956.7,526.1,387.0
887578,1,1,956.7,526.4,386.0
887580,1,1,956.8,526.5,385.0
887582,1,1,957.3,526.5,382.0
887584,1,1,957.6,526.0,382.0
887586,1,1,957.8,526.3,380.0
887588,1,1,958.1,526.6,378.0
887590,1,1,958.3,527.6,375.0
887592,1,1,958.3,527.0,375.0
887594,1,1,958.3,528.0,374.0
887596,1,1,958.4,529.0,374.0
887598,1,1,958.3,529.0,371.0
887600,1,1,958.3,529.0,370.0
887602,1,1,957.8,528.4,368.0
887604,1,1,957.9,528.4,368.0
887606,1,1,957.9,529.3,369.0
887608,1,1,958.3,528.1,369.0
887610,1,1,958.3,528.4,368.0
887612,1,1,958.4,528.6,365.0
887614,1,1,958.7,528.3,365.0
887616,1,1,959.0,528.8,365.0
887618,1,1,959.2,529.5,364.0
887620,1,1,959.3,529.9,359.0
887622,1,1,960.2,530.3,356.0
887624,1,1,961.2,532.6,356.0
887626,1,1,961.0,535.2,351.0
887628,1,1,960.6,535.1,350.0
887630,1,1,960.4,536.7,349.0
887632,1,1,960.1,536.5,347.0
887634,1,1,960.5,536.3,345.0
887636,1,1,961.0,537.7,344.0
887638,1,1,962.1,539.1,343.0
887640,1,1,963.2,540.0,340.0
887642,1,1,963.5,541.0,337.0
887644,1,1,963.6,543.7,335.0
887646,1,1,963.6,543.8,334.0
887648,1,1,963.6,543.8,333.0
887650,1,1,963.5,542.7,333.0
887652,1,1,962.4,541.6,330.0
887654,1,1,962.1,541.1,330.0
887656,1,1,962.0,542.8,329.0
887658,1,1,959.8,541.9,328.0
887660,1,1,958.9,542.1,327.0
887662,1,1,957.9,539.8,326.0
887664,1,1,957.7,537.4,326.0
887666,1,1,958.2,537.0,321.0
887668,1,1,958.7,536.6,319.0
887670,1,1,958.7,535.8,318.0
887672,1,1,959.1,535.4,318.0
887674,1,1,959.5,535.0,318.0
887676,1,1,959.4,532.2,314.0
887678,1,1,959.1,532.2,314.0
887680,1,1,959.3,532.1,313.0
887682,1,1,959.4,532.2,313.0
887684,1,1,960.0,532.1,311.0
887686,1,1,961.0,531.7,310.0
887688,1,1,961.6,531.4,308.0
887690,1,1,962.9,531.3,308.0
887692,1,1,962.8,531.4,308.0
887694,1,1,962.9,531.6,307.0
887696,1,1,962.9,531.4,304.0
887698,1,1,963.1,531.3,304.0
887700,1,1,963.6,530.8,304.0
