MSG	859894 TRIAL 12 START
MSG	861388 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.26 deg.  -5.1,-8.0 pix.
MSG	862136 RECCFG P 500 2 1 
MSG	862136 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	862137 !MODE RECORD P 500 2 1
START	862138 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
862422	  943.2	  545.6	  429.0	.
862424	  943.3	  545.6	  429.0	.
862426	  943.3	  545.5	  429.0	.
862428	  942.7	  545.6	  429.0	.
862430	  942.5	  545.6	  427.0	.
862432	  942.6	  545.7	  427.0	.
862434	  942.2	  546.2	  428.0	.
862436	  941.8	  546.1	  429.0	.
862438	  941.6	  546.0	  429.0	.
862440	  941.6	  545.2	  429.0	.
862442	  940.3	  545.8	  428.0	.
862444	  941.1	  546.1	  428.0	.
862446	  941.5	  547.0	  428.0	.
862448	  941.5	  547.2	  428.0	.
862450	  941.5	  546.6	  429.0	.
862452	  941.7	  546.7	  430.0	.
862454	  941.7	  546.7	  432.0	.
862456	  942.1	  547.5	  432.0	.
862458	  941.4	  547.6	  432.0	.
862460	  940.8	  547.3	  432.0	.
862462	  940.8	  546.8	  432.0	.
862464	  940.9	  547.0	  431.0	.
862466	  940.4	  546.6	  431.0	.
862468	  941.1	  546.0	  431.0	.
862470	  940.1	  546.2	  430.0	.
862472	  939.1	  546.0	  430.0	.
862474	  939.0	  545.8	  430.0	.
862476	  938.9	  545.2	  430.0	.
862478	  938.1	  545.7	  430.0	.
862480	  938.4	  546.0	  430.0	.
862482	  938.6	  546.0	  429.0	.
862484	  939.3	  546.0	  429.0	.
862486	  939.8	  545.7	  429.0	.
862488	  940.0	  546.2	  429.0	.
862490	  939.6	  546.4	  430.0	.
862492	  940.5	  546.6	  430.0	.
