MSG	843046 TRIAL 10 START
MSG	845936 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.68 deg.  -21.5,14.6 pix.
MSG	846656 RECCFG P 500 2 1 
MSG	846656 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	846657 !MODE RECORD P 500 2 1
START	846658 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
846940	  884.3	  532.0	  451.0	.
846942	  903.4	  544.5	  445.0	.
846944	  922.6	  542.9	  443.0	.
846946	  941.0	  541.6	  441.0	.
846948	  944.6	  544.3	  441.0	.
846950	  950.3	  544.9	  442.0	.
846952	  952.2	  544.6	  445.0	.
ESACC L  846926	846952	28	  745.6	  523.8	  950.3	  544.9	   5.20	    347
SFIX L   846954
846954	  954.2	  543.8	  445.0	.
846956	  955.3	  543.0	  444.0	.
846958	  955.7	  542.2	  443.0	.
846960	  955.5	  542.1	  442.0	.
846962	  955.4	  542.5	  441.0	.
846964	  953.4	  543.0	  439.0	.
846966	  951.6	  542.1	  438.0	.
846968	  950.4	  543.5	  438.0	.
846970	  950.8	  544.9	  437.0	.
846972	  950.9	  545.1	  437.0	.
846974	  951.4	  545.4	  435.0	.
846976	  951.5	  545.2	  435.0	.
846978	  951.7	  545.5	  435.0	.
846980	  952.0	  545.3	  435.0	.
846982	  952.4	  545.3	  432.0	.
846984	  953.4	  544.8	  431.0	.
846986	  953.5	  544.2	  431.0	.
846988	  953.6	  544.4	  431.0	.
846990	  953.9	  543.9	  429.0	.
846992	  953.8	  544.3	  429.0	.
846994	  954.0	  544.8	  429.0	.
846996	  954.1	  544.6	  428.0	.
846998	  954.4	  544.6	  428.0	.
847000	  953.4	  543.8	  425.0	.
847002	  953.3	  543.6	  423.0	.
847004	  953.1	  543.2	  423.0	.
847006	  953.2	  542.7	  423.0	.
847008	  953.3	  542.6	  423.0	.
847010	  953.5	  542.5	  423.0	.
847012	  954.0	  542.0	  422.0	.
847014	  954.6	  541.5	  422.0	.
847016	  955.3	  541.6	  421.0	.
847018	  956.1	  540.6	  420.0	.
847020	  957.2	  541.1	  419.0	.
847022	  957.0	  541.3	  419.0	.
847024	  956.8	  541.1	  418.0	.
847026	  957.0	  541.5	  417.0	.
847028	  957.3	  541.7	  416.0	.
847030	  957.7	  541.6	  416.0	.
847032	  957.9	  541.4	  412.0	.
847034	  958.1	  541.5	  412.0	.
847036	  958.1	  541.5	  410.0	.
847038	  957.6	  540.0	  409.0	.
847040	  958.2	  539.4	  409.0	.
847042	  958.4	  539.5	  409.0	.
847044	  958.5	  539.7	  409.0	.
847046	  958.6	  539.9	  408.0	.
847048	  958.6	  539.9	  408.0	.
847050	  958.4	  540.0	  405.0	.
847052	  958.9	  539.5	  405.0	.
847054	  959.4	  539.5	  409.0	.
847056	  960.1	  539.4	  409.0	.
847058	  960.7	  539.8	  406.0	.
847060	  960.5	  540.2	  406.0	.
847062	  961.3	  540.2	  406.0	.
847064	  960.7	  540.3	  406.0	.
847066	  960.5	  540.2	  405.0	.
847068	  960.3	  540.5	  404.0	.
847070	  961.1	  540.5	  402.0	.
847072	  962.1	  540.9	  401.0	.
847074	  964.1	  540.0	  400.0	.
847076	  964.2	  540.2	  397.0	.
847078	  963.6	  540.5	  395.0	.
847080	  963.2	  541.0	  394.0	.
847082	  962.9	  541.4	  392.0	.
847084	  962.6	  540.5	  391.0	.
847086	  962.7	  540.7	  390.0	.
847088	  963.0	  540.6	  390.0	.
847090	  963.1	  540.4	  391.0	.
847092	  963.1	  540.0	  391.0	.
847094	  962.9	  539.8	  388.0	.
847096	  962.6	  539.8	  387.0	.
847098	  962.3	  539.6	  386.0	.
847100	  962.1	  539.8	  386.0	.
847102	  962.0	  539.9	  386.0	.
847104	  962.1	  540.4	  386.0	.
847106	  962.4	  540.7	  383.0	.
847108	  962.8	  540.3	  382.0	.
847110	  963.0	  540.4	  382.0	.
847112	  963.1	  540.5	  380.0	.
847114	  963.0	  540.2	  375.0	.
847116	  964.5	  540.0	  375.0	.
847118	  964.0	  540.2	  375.0	.
847120	  964.2	  540.0	  375.0	.
847122	  964.2	  540.4	  374.0	.
847124	  964.9	  540.7	  372.0	.
847126	  965.4	  540.6	  372.0	.
847128	  965.4	  540.5	  368.0	.
847130	  965.4	  540.3	  368.0	.
847132	  965.9	  540.2	  367.0	.
847134	  966.3	  540.1	  364.0	.
847136	  967.8	  539.4	  364.0	.
847138	  967.9	  539.0	  364.0	.
847140	  968.0	  538.9	  364.0	.
847142	  966.7	  539.9	  363.0	.
847144	  967.1	  539.6	  358.0	.
847146	  967.6	  539.5	  355.0	.
847148	  967.8	  539.9	  355.0	.
847150	  967.8	  538.2	  355.0	.
847152	  967.9	  536.4	  355.0	.
847154	  967.9	  537.0	  353.0	.
847156	  968.6	  536.1	  352.0	.
847158	  969.4	  536.0	  350.0	.
847160	  969.8	  536.4	  349.0	.
847162	  969.3	  534.7	  349.0	.
847164	  968.8	  534.0	  346.0	.
847166	  968.7	  533.3	  346.0	.
847168	  968.7	  532.8	  344.0	.
847170	  968.2	  533.2	  343.0	.
847172	  967.8	  533.3	  342.0	.
847174	  967.6	  533.5	  338.0	.
847176	  967.5	  534.5	  336.0	.
847178	  967.9	  535.0	  334.0	.
847180	  967.9	  535.0	  332.0	.
847182	  968.0	  536.1	  331.0	.
847184	  968.0	  537.2	  329.0	.
847186	  968.6	  539.4	  329.0	.
847188	  968.6	  541.0	  329.0	.
847190	  968.7	  542.1	  324.0	.
847192	  968.1	  540.9	  323.0	.
847194	  968.6	  541.8	  323.0	.
847196	  968.4	  542.8	  322.0	.
847198	  968.4	  543.9	  322.0	.
847200	  968.1	  545.0	  321.0	.
847202	  968.2	  545.7	  319.0	.
847204	  968.2	  545.2	  319.0	.
847206	  968.2	  545.9	  319.0	.
847208	  968.6	  546.5	  316.0	.
847210	  968.3	  546.5	  314.0	.
847212	  968.7	  546.8	  312.0	.
847214	  968.6	  547.3	  312.0	.
847216	  968.3	  547.2	  310.0	.
847218	  968.4	  547.1	  310.0	.
847220	  968.5	  547.0	  309.0	.
847222	  968.8	  547.0	  309.0	.
847224	  969.0	  546.0	  308.0	.
847226	  969.7	  545.8	  307.0	.
847228	  970.3	  545.5	  306.0	.
847230	  970.5	  545.3	  305.0	.
847232	  970.6	  545.8	  305.0	.
847234	  971.6	  546.3	  304.0	.
847236	  970.9	  547.6	  304.0	.
847238	  970.3	  547.7	  303.0	.
847240	  969.9	  547.7	  303.0	.
847242	  970.2	  547.6	  303.0	.
847244	  969.7	  546.8	  303.0	.
847246	  969.3	  546.4	  301.0	.
847248	  968.3	  547.0	  300.0	.
847250	  968.5	  547.5	  299.0	.
847252	  968.6	  548.0	  298.0	.
847254	  968.7	  548.0	  297.0	.
847256	  968.6	  547.9	  297.0	.
847258	  968.6	  546.9	  297.0	.
847260	  968.6	  546.3	  296.0	.
847262	  968.7	  546.1	  295.0	.
847264	  969.8	  547.4	  294.0	.
847266	  969.9	  547.8	  294.0	.
847268	  969.8	  547.9	  294.0	.
847270	  969.9	  548.1	  294.0	.
847272	  969.9	  547.6	  294.0	.
847274	  970.0	  547.1	  294.0	.
847276	  971.8	  547.3	  294.0	.
847278	  971.6	  547.5	  291.0	.
847280	  972.3	  547.3	  289.0	.
847282	  972.9	  547.6	  289.0	.
847284	  974.4	  547.0	  289.0	.
847286	  974.4	  546.6	  285.0	.
847288	  974.4	  546.3	  285.0	.
847290	  974.4	  546.1	  285.0	.
847292	  974.4	  546.6	  285.0	.
847294	  974.4	  546.1	  283.0	.
847296	  974.2	  545.7	  283.0	.
847298	  973.9	  544.2	  282.0	.
847300	  973.8	  544.0	  282.0	.
847302	  973.9	  543.8	  282.0	.
847304	  973.2	  543.5	  278.0	.
847306	  972.8	  543.1	  278.0	.
847308	  972.7	  542.6	  278.0	.
847310	  972.6	  542.7	  278.0	.
847312	  972.2	  541.4	  277.0	.
847314	  972.3	  540.0	  276.0	.
847316	  971.9	  539.6	  275.0	.
847318	  971.4	  539.2	  275.0	.
847320	  971.1	  538.7	  275.0	.
847322	  970.8	  538.2	  274.0	.
847324	  970.8	  539.9	  274.0	.
847326	  970.8	  540.2	  274.0	.
847328	  970.5	  540.0	  273.0	.
847330	  970.2	  540.0	  272.0	.
847332	  969.9	  540.0	  270.0	.
847334	  970.1	  539.8	  270.0	.
847336	  970.0	  540.3	  270.0	.
847338	  969.9	  539.3	  269.0	.
847340	  970.3	  540.0	  270.0	.
847342	  970.1	  538.9	  269.0	.
847344	  969.9	  538.9	  267.0	.
847346	  970.1	  538.8	  267.0	.
847348	  970.1	  540.6	  266.0	.
847350	  970.0	  540.7	  264.0	.
847352	  970.7	  540.8	  264.0	.
847354	  971.6	  542.9	  264.0	.
847356	  971.8	  544.0	  264.0	.
847358	  972.0	  543.6	  264.0	.
847360	  972.3	  543.2	  264.0	.
847362	  972.2	  541.8	  263.0	.
